episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
24700,0.2,-69000,77892.5,15950.138994140625,100000,0.04,10,86220.0,8,313,50,18,19,42,13,16,95
24800,0.2,135000,95700.0,15220.733349609374,100000,0.0,3,100210.0,7,357,58,17,12,49,11,11,76
24900,0.2,133000,87176.0,15748.53046875,100000,0.07,7,93650.0,6,342,50,15,11,43,13,12,98
25000,0.2,126500,88749.5,15566.3772265625,100000,0.02,6,94870.0,9,339,48,11,17,49,7,14,96
25100,0.2,137500,92660.0,16007.911728515624,100000,0.04,3,97250.0,14,357,55,19,11,44,16,9,88
25200,0.2,68000,82026.5,15350.276259765626,100000,0.01,5,87960.0,9,344,44,20,17,48,16,7,87
25300,0.2,64750,104284.5,15596.4746484375,100000,0.15,3,108710.0,7,355,49,15,12,37,9,20,95
25400,0.2,160000,98802.5,15411.93421875,100000,0.08,3,103110.0,14,340,55,8,8,52,23,9,99
25500,0.2,-76500,85432.0,15637.272626953125,100000,0.05,4,90810.0,9,327,51,20,10,34,24,15,106
25600,0.2,32000,92433.5,15274.16087890625,100000,0.08,3,96840.0,6,327,63,13,16,40,17,16,103
25700,0.2,179000,86471.5,15349.528681640624,100000,0.05,8,93300.0,7,332,57,14,12,40,16,12,100
25800,0.2,130000,80629.0,15421.119130859375,100000,0.03,6,86810.0,5,324,66,18,21,35,16,19,85
25900,0.2,13000,88295.0,15797.58611328125,100000,0.04,5,93710.0,8,336,54,23,18,32,17,15,93
26000,0.2,48000,104201.0,15916.9894921875,100000,0.05,1,107590.0,14,359,56,14,14,40,10,10,96
26100,0.2,70000,95981.0,15688.1216015625,100000,0.05,6,101500.0,8,331,61,21,10,31,12,21,95
26200,0.2,139000,96882.0,15584.2308984375,100000,0.07,3,101050.0,6,341,68,21,10,42,6,22,84
26300,0.2,134750,93750.0,15580.114365234374,100000,0.1,6,100110.0,6,346,45,16,21,48,10,9,93
26400,0.2,166750,81863.0,15757.431083984375,100000,0.17,8,89860.0,8,324,58,15,15,47,20,15,85
26500,0.2,-62000,97479.0,15535.716611328126,100000,0.12,6,102990.0,3,372,50,12,13,43,13,13,71
26600,0.2,53000,88275.0,15839.695146484375,100000,0.0,7,94850.0,8,327,52,16,23,40,9,13,95
26700,0.2,151000,92062.5,15641.65052734375,100000,0.0,5,97150.0,5,331,55,17,18,45,15,14,91
26800,0.2,117000,91522.5,15857.344521484374,100000,0.0,5,96610.0,6,313,70,12,22,38,13,23,100
26900,0.2,59500,93308.5,15566.05158203125,100000,0.07,5,98330.0,8,310,62,17,19,35,18,15,110
27000,0.2,124000,91998.0,15349.394921875,100000,0.06,7,98090.0,8,342,57,12,7,26,12,28,100
27100,0.2,17000,88047.0,15313.999833984375,100000,0.14,4,93270.0,8,316,65,26,14,39,14,11,100
27200,0.2,74000,87609.0,15442.4043359375,100000,0.08,7,93920.0,13,312,60,10,17,35,17,17,118
27300,0.2,40000,92095.5,15476.88251953125,100000,0.08,6,97970.0,10,311,62,12,15,49,16,15,109
27400,0.2,10500,79804.0,15486.947802734376,100000,0.06,7,86340.0,13,295,53,10,21,58,10,24,114
27500,0.2,21000,87079.0,15598.89068359375,100000,0.11,5,92650.0,8,290,60,21,14,53,11,24,111
27600,0.2,53500,94126.5,15483.836298828124,100000,0.03,4,98740.0,14,316,56,12,8,63,13,22,98
27700,0.2,44500,94642.5,15797.937021484375,100000,0.04,0,97840.0,10,331,63,21,16,45,17,18,89
27800,0.2,179500,100545.5,15356.536142578125,100000,0.09,2,104970.0,12,342,61,20,14,37,14,20,84
27900,0.2,48000,85436.5,15475.687109375,100000,0.03,6,90930.0,5,338,56,16,17,42,14,21,81
28000,0.2,71500,98736.5,15230.00060546875,100000,0.17,2,102590.0,8,341,51,30,16,35,16,13,93
28100,0.2,12500,92246.5,15336.425498046876,100000,0.05,3,96670.0,7,301,54,19,24,38,11,39,108
28200,0.2,182000,94077.0,15630.17185546875,100000,0.1,4,98960.0,14,319,56,32,15,24,15,21,105
28300,0.2,140250,92110.5,15655.4722265625,100000,0.13,3,96740.0,9,334,55,24,15,33,15,20,99
28400,0.2,81750,93041.5,15750.600712890626,100000,0.09,5,99350.0,10,349,63,14,10,28,16,23,84
28500,0.2,136750,80239.5,15545.94681640625,100000,0.02,7,87400.0,10,348,59,10,18,34,12,14,86
28600,0.2,161000,85631.5,15316.927314453125,100000,0.03,10,93980.0,10,333,60,18,15,28,23,18,84
28700,0.2,53500,80992.0,15595.45466796875,100000,0.02,6,87540.0,6,322,67,15,25,40,13,11,88
28800,0.2,124500,87035.0,15162.644658203126,100000,0.0,5,92110.0,9,341,64,14,20,34,18,19,77
28900,0.2,19750,90155.0,15433.850595703125,100000,0.0,2,94350.0,11,364,61,13,15,24,11,18,89
29000,0.2,154500,82956.0,15241.238310546874,100000,0.05,5,88860.0,8,316,62,17,14,39,12,29,90
29100,0.2,25750,91133.5,15278.6051171875,100000,0.18,6,96890.0,9,326,49,25,17,31,22,31,93
29200,0.2,13750,84810.5,15302.314892578124,100000,0.15,3,89960.0,7,326,61,26,14,26,22,25,92
29300,0.2,12000,101129.0,15203.7213671875,100000,0.01,2,104120.0,6,299,70,19,12,21,15,49,107
29400,0.2,96500,90106.0,15191.378349609375,100000,0.09,6,96300.0,12,308,60,27,13,37,16,22,95
29500,0.2,-9250,100222.5,15226.914501953124,100000,0.04,2,103790.0,6,359,49,17,12,34,13,28,84
29600,0.2,119750,75590.5,15299.74783203125,100000,0.16,9,84230.0,8,284,58,22,11,32,21,42,102
29700,0.2,170750,81889.0,15230.156064453126,100000,0.05,5,88060.0,13,320,63,17,14,39,16,26,93
29800,0.2,-66000,82444.0,15629.33556640625,100000,0.09,5,87990.0,5,344,62,21,14,39,12,24,79
29900,0.2,6500,92586.0,15358.486767578124,100000,0.09,5,98110.0,9,324,63,16,12,34,9,30,91
30000,0.2,128250,91000.0,15480.141494140626,100000,0.0,3,95580.0,9,354,60,25,8,28,19,14,85
30100,0.2,108000,92485.0,15569.633037109375,100000,0.04,2,95600.0,6,328,71,22,22,43,5,19,87
30200,0.2,176000,97075.0,15387.8305078125,100000,0.04,7,103020.0,9,348,53,32,13,33,7,12,83
30300,0.2,101500,92571.5,15101.820869140625,100000,0.22,2,97060.0,12,339,63,26,15,45,11,12,85
30400,0.2,141000,98169.0,15212.535986328125,100000,0.08,1,101300.0,8,344,59,31,15,35,14,17,84
30500,0.2,52000,91688.0,15236.571220703125,100000,0.07,6,98220.0,10,335,66,23,13,34,14,13,87
30600,0.2,167500,94064.0,15230.776103515625,100000,0.06,5,99410.0,8,332,62,28,13,33,16,19,86
30700,0.2,146000,90231.5,15441.218408203125,100000,0.01,4,95490.0,8,332,53,34,18,38,11,13,91
30800,0.2,153000,88300.0,15289.0822265625,100000,0.0,7,95400.0,10,344,51,28,9,27,12,21,88
30900,0.2,141500,94180.0,15439.56978515625,100000,0.06,6,99850.0,6,321,53,40,6,31,16,21,96
31000,0.2,19000,90902.5,15514.070419921874,100000,0.05,3,94800.0,13,325,62,25,15,19,21,23,101
31100,0.2,124000,92707.5,15391.400986328124,100000,0.0,5,97330.0,8,323,66,24,16,30,18,16,87
31200,0.2,42250,96688.0,15490.149296875,100000,0.09,3,100630.0,11,326,68,18,19,34,13,27,86
31300,0.2,100000,102030.5,15086.277802734376,100000,0.05,4,106660.0,8,344,55,22,10,39,15,18,82
31400,0.2,156250,94481.5,15367.01728515625,100000,0.01,6,100560.0,9,339,54,22,18,27,13,21,86
31500,0.2,141000,80635.5,15697.947802734376,100000,0.04,10,89350.0,7,325,58,30,12,27,14,14,88
31600,0.2,152000,95907.5,15043.44275390625,100000,0.04,6,102030.0,15,350,65,16,9,33,8,20,80
31700,0.2,131900,89468.5,15082.668212890625,100000,0.2,5,95240.0,14,314,55,25,12,40,21,25,96
31800,0.2,21750,93067.5,15214.742060546874,100000,0.04,4,97410.0,8,316,66,32,12,26,15,28,97
31900,0.2,42000,98156.5,15401.315546875,100000,0.04,2,101820.0,7,316,59,44,6,32,18,18,102
32000,0.2,85250,90720.0,14906.210205078125,100000,0.13,2,95180.0,10,318,56,42,13,36,13,21,95
32100,0.2,167750,83319.0,15287.166220703126,100000,0.03,6,89370.0,10,298,63,30,8,28,21,27,105
32200,0.2,181500,81047.5,15463.7512890625,100000,0.08,7,87930.0,8,317,49,44,11,26,12,23,102
32300,0.2,-61000,87949.5,14941.441875,100000,0.07,5,93130.0,6,293,60,56,14,31,12,15,103
32400,0.2,51250,88086.5,15454.223486328125,100000,0.03,6,94030.0,13,296,50,59,13,30,14,15,108
32500,0.2,155000,96176.5,15018.603896484376,100000,0.13,2,99680.0,9,328,57,37,14,24,25,15,93
32600,0.2,160000,90232.5,15145.690361328125,100000,0.1,4,96170.0,8,337,56,37,18,16,15,25,82
32700,0.2,38500,85302.0,15563.383359375,100000,0.07,4,90920.0,6,324,62,26,10,36,12,29,94
32800,0.2,87000,77727.0,15420.357255859375,100000,0.14,10,86270.0,10,277,59,46,17,22,10,42,105
32900,0.2,66500,86333.0,15545.4995703125,100000,0.07,3,91270.0,12,285,66,29,8,32,16,48,110
33000,0.2,50000,76985.5,15784.632431640624,100000,0.08,4,82980.0,7,276,60,28,14,32,9,54,113
33100,0.2,-3750,84659.0,16243.242978515626,100000,0.01,4,89600.0,7,294,56,35,12,31,17,34,105
33200,0.2,121000,85931.5,15821.814150390624,100000,0.08,4,90760.0,10,300,60,50,13,19,17,29,107
33300,0.2,3750,67522.5,15769.20330078125,100000,0.14,10,76930.0,7,285,57,48,15,26,10,24,105
33400,0.2,7500,78163.0,15694.959365234376,100000,0.13,6,84790.0,12,294,58,49,19,21,13,28,106
33500,0.2,41500,94741.0,15759.405224609374,100000,0.17,2,98570.0,11,313,46,47,20,24,21,27,98
33600,0.2,3000,85272.5,15614.137958984375,100000,0.08,8,91750.0,7,306,62,48,12,23,11,18,100
33700,0.2,137750,92615.5,15335.1628515625,100000,0.02,4,97080.0,4,304,60,62,8,28,10,19,98
33800,0.2,173000,82967.0,15254.30716796875,100000,0.17,4,88250.0,7,295,57,43,22,32,20,16,103
33900,0.2,180000,90410.0,15150.127177734375,100000,0.0,2,94340.0,11,313,65,51,11,27,11,15,99
34000,0.2,78750,91261.5,15432.5716015625,100000,0.06,4,96410.0,10,320,52,51,12,30,15,16,92
34100,0.2,182000,86467.0,15445.6392578125,100000,0.02,7,92700.0,7,315,53,28,9,28,14,37,98
34200,0.2,77500,77422.5,15376.375224609375,100000,0.19,3,82570.0,8,279,65,31,20,31,11,54,103
34300,0.2,168500,83670.0,15503.413603515624,100000,0.04,6,89520.0,12,294,50,36,15,25,17,44,102
34400,0.2,2750,78894.5,15485.24263671875,100000,0.07,8,86300.0,7,290,60,20,14,28,15,48,104
34500,0.2,26000,92896.0,15486.024453125,100000,0.13,3,97560.0,4,310,63,42,15,31,18,26,91
34600,0.2,39000,91504.0,15466.553505859374,100000,0.08,4,96400.0,7,312,62,23,11,26,13,43,97
34700,0.2,-61000,94980.0,15399.412119140625,100000,0.0,7,101000.0,8,314,72,28,7,28,11,28,91
34800,0.2,131000,90245.5,15615.60443359375,100000,0.06,4,94760.0,7,293,55,33,22,31,12,35,110
34900,0.2,44000,81990.0,15422.416025390625,100000,0.04,8,88680.0,12,281,54,18,21,20,19,60,109
35000,0.2,93750,89112.5,15578.065263671875,100000,0.0,2,92820.0,6,284,65,14,16,28,16,56,114
35100,0.2,130000,83996.0,15265.395439453125,100000,0.03,5,89590.0,11,291,61,37,12,34,19,29,96
35200,0.2,5000,78271.5,15669.68982421875,100000,0.04,9,86030.0,6,305,62,33,10,44,18,14,89
35300,0.2,127000,85265.0,15409.86416015625,100000,0.05,6,91590.0,7,313,56,29,16,26,13,31,96
35400,0.2,58000,88772.5,15643.862685546876,100000,0.0,7,95470.0,8,305,63,35,7,30,20,23,95
35500,0.2,64750,85450.0,15376.038505859375,100000,0.0,4,90240.0,7,293,55,30,16,40,17,30,105
35600,0.2,183000,82478.5,15526.157666015624,100000,0.1,12,91560.0,7,294,56,39,12,40,14,13,92
35700,0.2,173000,88653.5,15575.789794921875,100000,0.13,7,95510.0,7,306,57,37,11,36,10,21,98
35800,0.2,137750,89396.0,15625.1536328125,100000,0.2,5,95550.0,11,306,51,38,12,37,10,29,104
35900,0.2,59500,85614.5,15734.690302734374,100000,0.02,6,91210.0,6,317,51,32,15,36,14,14,104
36000,0.2,30000,104457.5,15545.85798828125,100000,0.0,2,107380.0,8,320,61,36,17,29,13,18,100
36100,0.2,129000,87822.5,15801.555908203125,100000,0.04,3,92190.0,5,300,64,35,14,38,18,16,106
36200,0.2,139000,89755.0,15233.608857421876,100000,0.05,3,93970.0,7,294,58,38,9,44,15,25,111
36300,0.2,-61000,80819.0,15747.32306640625,100000,0.03,7,87920.0,5,319,54,32,11,36,14,20,93
36400,0.2,25000,85982.0,15949.185771484375,100000,0.08,10,94030.0,14,277,61,37,16,33,18,28,110
36500,0.2,16000,89467.0,15355.9262109375,100000,0.02,3,94290.0,9,309,60,31,7,36,15,26,102
36600,0.2,135750,88412.0,15282.791884765626,100000,0.02,3,93230.0,9,315,58,36,17,30,15,22,96
36700,0.2,49250,85474.0,15374.6716796875,100000,0.07,6,91500.0,11,281,56,44,18,32,18,28,109
36800,0.2,58250,83375.0,15472.0728125,100000,0.05,5,88410.0,4,305,55,28,14,38,18,28,104
36900,0.2,169750,77310.0,15514.12662109375,100000,0.06,10,86090.0,9,288,59,34,16,39,15,16,99
37000,0.2,170500,77116.5,15696.2281640625,100000,0.06,6,84320.0,12,336,52,24,10,41,13,14,95
37100,0.2,28250,88927.0,15836.0182421875,100000,0.05,7,95890.0,11,301,53,27,15,35,12,30,103
37200,0.2,70000,91779.0,15844.732119140624,100000,0.09,1,95050.0,4,308,45,38,10,43,16,32,105
37300,0.2,37000,90048.5,15607.349892578124,100000,0.03,3,95140.0,15,300,48,55,15,39,15,21,96
37400,0.2,92000,86600.0,15667.6884765625,100000,0.05,6,92710.0,7,294,64,30,13,38,18,30,99
37500,0.2,-66000,82311.5,15740.640126953125,100000,0.05,4,88210.0,11,293,53,39,15,34,16,33,106
37600,0.2,149250,82798.0,15937.42958984375,100000,0.09,6,89290.0,12,299,59,20,14,46,16,22,105
37700,0.2,150000,82454.0,15929.302744140625,100000,0.05,6,88640.0,7,305,54,25,11,43,19,14,111
37800,0.2,167000,86541.5,15540.37435546875,100000,0.03,4,91490.0,7,332,62,24,16,36,14,18,89
37900,0.2,43750,83754.0,15353.990791015625,100000,0.07,3,88850.0,22,248,62,20,13,59,48,17,124
38000,0.2,65000,81899.0,15786.14095703125,100000,0.03,6,87210.0,11,234,63,20,18,25,54,43,127
38100,0.2,156750,76111.0,16148.829453125,100000,0.07,5,82280.0,14,234,61,37,8,39,37,45,122
38200,0.2,19000,75740.5,15800.4189453125,100000,0.04,6,82370.0,15,214,68,28,31,39,47,24,129
38300,0.2,33500,81736.5,15666.3667578125,100000,0.03,10,88880.0,19,248,51,11,15,44,20,70,121
38400,0.2,69000,77064.5,15372.5003515625,100000,0.02,7,83700.0,13,220,64,46,18,30,19,47,130
38500,0.2,101000,84753.0,15657.667451171876,100000,0.16,8,92140.0,8,235,60,22,13,25,22,69,129
38600,0.2,36750,82095.5,15571.674404296875,100000,0.04,9,89940.0,13,269,52,18,15,39,12,20,146
38700,0.2,60250,87919.0,15553.804853515625,100000,0.11,8,94240.0,11,214,66,24,17,36,16,32,171
38800,0.2,192750,84426.0,16023.420361328124,100000,0.14,6,90440.0,11,257,61,31,12,41,14,17,148
38900,0.2,154000,76470.5,15891.115693359376,100000,0.17,6,82900.0,13,260,48,22,11,42,23,44,140
39000,0.2,143500,72584.5,15677.594267578124,100000,0.02,10,81100.0,11,249,52,47,15,45,15,23,126
39100,0.2,38750,88681.0,15446.4576171875,100000,0.03,3,92900.0,9,261,55,43,21,38,20,30,121
39200,0.2,62000,78192.5,15381.78609375,100000,0.08,6,84760.0,12,268,65,46,19,44,12,21,108
39300,0.2,92750,93757.0,15694.40140625,100000,0.06,4,98490.0,11,291,51,19,22,39,10,43,109
39400,0.2,124750,74505.0,15817.306005859375,100000,0.19,10,83290.0,14,286,55,16,15,38,17,42,104
39500,0.2,106000,81461.0,15554.47779296875,100000,0.13,5,87760.0,10,317,57,23,13,45,15,25,101
39600,0.2,-60500,89146.0,16095.06763671875,100000,0.03,3,93920.0,17,300,65,13,22,32,20,40,102
39700,0.2,191250,87612.5,16250.308896484376,100000,0.16,6,93490.0,4,296,56,19,14,36,20,44,100
39800,0.2,28000,84560.0,16049.695517578126,100000,0.12,8,90850.0,11,274,66,13,12,43,20,47,105
39900,0.2,106500,87019.5,15940.679501953126,100000,0.23,4,92370.0,13,305,55,12,17,30,9,58,108
40000,0.2,4500,81999.0,15825.0596484375,100000,0.01,5,88230.0,8,328,60,24,18,33,23,14,91
40100,0.2,-71000,88906.5,15585.543740234374,100000,0.01,7,95660.0,8,328,62,20,10,42,15,17,81
40200,0.2,78450,83405.0,15570.4281640625,100000,0.08,5,89540.0,11,307,64,14,12,47,10,34,102
40300,0.2,34250,75841.0,15513.24271484375,100000,0.08,6,82190.0,7,245,59,25,17,49,8,56,118
40400,0.2,65500,73830.5,15315.075751953125,100000,0.09,5,79670.0,9,213,66,20,35,50,24,38,137
40500,0.2,158750,80815.0,15331.564306640625,100000,0.0,7,87240.0,9,234,68,37,18,48,14,34,128
40600,0.2,70000,92222.5,15733.834140625,100000,0.16,8,99080.0,12,261,55,31,45,34,14,20,116
40700,0.2,49250,91132.5,15796.52693359375,100000,0.23,6,97440.0,14,313,68,11,13,40,12,25,97
40800,0.2,199750,83847.0,15822.12439453125,100000,0.07,7,91320.0,13,333,57,17,16,30,12,11,106
40900,0.2,164000,88836.5,15416.272275390626,100000,0.09,3,93390.0,7,305,61,16,13,49,20,26,100
41000,0.2,160000,89437.5,16024.5562890625,100000,0.0,5,94120.0,8,258,63,41,26,33,12,26,133
41100,0.2,52500,87281.5,15608.943857421875,100000,0.01,5,92480.0,10,275,57,60,12,39,15,10,117
41200,0.2,64500,83314.0,15642.819091796875,100000,0.04,3,87860.0,10,242,62,72,20,35,17,15,126
41300,0.2,57250,80860.0,16035.009677734375,100000,0.0,5,86550.0,8,305,56,53,15,28,11,19,100
41400,0.2,111000,89265.5,15807.144365234375,100000,0.08,2,93260.0,15,320,54,48,20,23,14,12,103
41500,0.2,68000,81162.0,15942.73056640625,100000,0.11,3,85930.0,11,292,57,41,15,33,14,21,119
41600,0.2,35500,92010.0,15928.824912109376,100000,0.09,5,97070.0,6,278,64,51,18,24,18,20,115
41700,0.2,-2000,86029.5,15584.0141015625,100000,0.06,7,92740.0,9,328,56,19,17,37,12,24,91
41800,0.2,11500,92223.5,15973.31326171875,100000,0.09,6,98690.0,14,331,56,16,15,27,14,27,98
41900,0.2,36000,96392.5,15612.34388671875,100000,0.08,5,101170.0,8,326,56,23,17,52,11,16,90
42000,0.2,45750,89330.0,15591.000791015626,100000,0.13,3,93920.0,10,300,70,33,12,31,14,35,96
42100,0.2,171000,75349.5,15947.10708984375,100000,0.07,10,84120.0,10,288,53,25,14,43,13,29,101
42200,0.2,158000,81156.5,15911.885478515625,100000,0.03,8,88250.0,5,308,60,36,20,35,14,19,88
42300,0.2,174000,91589.5,15593.864306640626,100000,0.18,3,96110.0,6,308,56,18,23,35,17,34,102
42400,0.2,133000,85546.5,15690.478779296875,100000,0.03,7,91940.0,3,327,57,24,16,44,16,19,75
42500,0.2,154500,97764.5,15619.14158203125,100000,0.06,3,101720.0,4,329,68,13,23,47,18,8,85
42600,0.2,118000,89487.5,15627.37080078125,100000,0.0,4,94550.0,9,325,55,29,10,37,13,25,94
42700,0.2,64750,87214.5,15406.797919921875,100000,0.02,5,92560.0,7,277,52,44,20,45,20,14,114
42800,0.2,77000,76502.5,15992.210009765626,100000,0.0,8,83820.0,14,274,49,44,16,32,18,40,109
42900,0.2,159000,78914.0,15704.6293359375,100000,0.22,4,84030.0,5,262,61,34,15,37,30,36,117
43000,0.2,87750,95392.0,15789.8147265625,100000,0.14,4,100270.0,14,284,50,29,16,36,14,45,112
43100,0.2,164750,89524.0,16048.158681640625,100000,0.15,7,96610.0,11,319,65,17,11,40,12,17,99
43200,0.2,30400,82435.5,15889.678251953124,100000,0.08,7,88760.0,5,315,59,20,19,37,12,27,98
43300,0.2,62000,88617.5,15755.309287109376,100000,0.09,5,94190.0,7,312,57,26,13,38,23,23,98
43400,0.2,44250,84551.0,15348.83287109375,100000,0.09,5,90200.0,6,278,49,35,14,62,14,16,115
43500,0.2,114000,73800.0,15902.379521484376,100000,0.12,7,81020.0,5,277,57,17,12,57,24,25,108
43600,0.2,128000,80513.5,15782.46947265625,100000,0.09,8,87730.0,8,255,61,45,11,52,13,33,106
43700,0.2,-56250,77626.0,15942.04984375,100000,0.1,4,83580.0,9,306,57,33,17,32,19,22,102
43800,0.2,40000,81855.5,16011.05154296875,100000,0.08,6,88450.0,9,327,54,14,19,31,17,26,101
43900,0.2,139000,90381.5,15570.188466796875,100000,0.08,1,93820.0,6,326,54,21,22,30,22,28,93
44000,0.2,159500,91790.0,16151.056533203126,100000,0.0,3,96530.0,15,319,65,27,17,35,19,16,94
44100,0.2,161000,86750.0,15983.04685546875,100000,0.05,7,92770.0,8,345,62,22,15,30,14,14,83
44200,0.2,39750,90681.0,15928.338447265625,100000,0.1,5,96660.0,6,346,60,29,7,33,12,19,80
44300,0.2,20500,92743.5,15786.204990234375,100000,0.05,2,96950.0,10,342,62,15,18,26,13,23,93
44400,0.2,174000,79310.0,15949.339912109375,100000,0.0,3,84830.0,21,265,57,60,18,29,13,20,127
44500,0.2,157000,82844.0,15792.10630859375,100000,0.03,5,88430.0,11,251,51,71,16,32,18,27,116
44600,0.2,-63250,85047.5,15589.16326171875,100000,0.0,6,90820.0,11,266,66,68,12,32,15,17,110
44700,0.2,59000,77704.5,15363.265419921874,100000,0.07,7,84990.0,12,279,68,41,12,46,19,15,98
44800,0.2,146000,83515.5,15301.533046875,100000,0.14,10,91430.0,6,309,56,17,19,42,20,25,89
44900,0.2,195000,96069.0,15677.35158203125,100000,0.07,4,100060.0,6,323,70,20,10,33,19,29,92
45000,0.2,132750,91421.5,15720.46990234375,100000,0.07,3,95930.0,7,324,51,21,14,46,10,35,94
45100,0.2,78250,83878.0,15469.9476953125,100000,0.17,5,90010.0,14,274,66,36,22,47,16,15,111
45200,0.2,29750,82498.0,15456.963134765625,100000,0.05,5,88260.0,7,307,63,35,14,40,12,19,97
45300,0.2,148000,97426.5,15488.990439453126,100000,0.12,5,101930.0,12,288,65,25,23,44,21,19,104
45400,0.2,11750,96922.5,15756.7240234375,100000,0.17,5,101920.0,7,343,50,27,11,33,22,15,88
45500,0.2,25000,89326.0,15883.450849609375,100000,0.05,5,94620.0,8,327,65,21,21,34,16,12,90
45600,0.2,84750,93597.5,16119.291884765626,100000,0.09,2,97350.0,8,319,63,34,17,45,15,17,86
45700,0.2,15250,96497.5,15936.57025390625,100000,0.05,4,100290.0,4,309,54,27,21,31,20,20,109
45800,0.2,152000,92716.5,15938.171123046875,100000,0.1,4,97410.0,9,313,53,27,20,41,16,13,107
45900,0.2,25250,83836.0,15499.997490234375,100000,0.09,8,90920.0,5,285,61,25,16,47,14,28,99
46000,0.2,171500,89498.0,15580.109853515625,100000,0.11,5,94390.0,7,287,57,21,21,56,14,20,106
46100,0.2,69000,97456.5,15829.72609375,100000,0.12,4,101540.0,4,320,59,19,15,53,14,18,92
46200,0.2,7000,82860.0,15991.158740234376,100000,0.05,7,89100.0,11,262,56,65,18,31,13,22,111
46300,0.2,68750,90226.5,15898.11748046875,100000,0.01,5,95020.0,5,314,60,43,16,27,15,19,90
46400,0.2,-62250,103301.5,15998.95587890625,100000,0.01,3,107120.0,11,337,60,20,9,41,18,14,96
46500,0.2,-2500,104412.5,16033.47921875,100000,0.0,1,106930.0,8,329,57,33,18,38,18,11,94
46600,0.2,172250,99506.5,15842.1896484375,100000,0.03,5,104950.0,10,321,59,17,16,49,14,18,91
46700,0.2,148500,85702.0,16045.3597265625,100000,0.17,5,91900.0,9,328,59,22,20,29,15,29,89
46800,0.2,159000,86803.0,15875.2098046875,100000,0.16,5,93190.0,6,327,55,19,13,44,21,21,83
46900,0.2,150500,88998.0,15762.869580078124,100000,0.06,7,94970.0,6,314,63,17,16,46,21,13,89
47000,0.2,12750,102773.0,15716.61951171875,100000,0.08,3,106810.0,14,318,55,22,17,53,10,18,95
47100,0.2,21500,85211.5,16207.12759765625,100000,0.05,6,91250.0,7,328,56,27,21,33,15,17,90
47200,0.2,181000,96493.0,15609.812421875,100000,0.2,2,100670.0,8,335,51,31,16,29,12,25,97
47300,0.2,-68250,90597.5,15813.769541015625,100000,0.16,4,95520.0,7,309,60,25,21,35,21,29,94
47400,0.2,19750,85179.5,16195.116162109374,100000,0.02,6,92110.0,5,324,54,29,14,38,7,24,90
47500,0.2,143000,97994.5,15900.577548828125,100000,0.11,4,102770.0,7,313,58,14,11,63,12,15,104
47600,0.2,29000,97228.5,16028.9141796875,100000,0.06,5,102100.0,8,320,57,8,18,54,14,13,103
47700,0.2,105750,80392.5,15731.94404296875,100000,0.05,5,86840.0,13,322,56,22,16,45,15,22,88
47800,0.2,162000,95310.0,15775.9526171875,100000,0.13,3,100290.0,6,344,59,20,17,41,13,12,81
47900,0.2,177500,89547.5,15671.475576171875,100000,0.0,5,95170.0,7,341,50,27,5,39,14,18,93
48000,0.2,76750,97045.5,15722.390537109375,100000,0.15,1,101080.0,8,351,60,16,8,41,19,13,90
48100,0.2,145000,86622.5,15807.639150390625,100000,0.13,5,93220.0,12,325,59,18,12,55,13,11,93
48200,0.2,21750,89357.0,15963.7559375,100000,0.02,7,95520.0,10,321,52,22,22,29,13,18,107
48300,0.2,56500,80169.5,15979.31501953125,100000,0.02,6,87300.0,12,331,55,15,14,41,14,22,92
48400,0.2,152500,83795.0,15831.842900390626,100000,0.06,9,92040.0,3,364,42,18,21,39,6,13,75
48500,0.2,147500,108100.0,15525.38201171875,100000,0.0,6,112660.0,6,330,57,11,11,52,15,18,90
48600,0.2,1500,93940.0,15421.62166015625,100000,0.04,3,98500.0,13,338,57,13,28,48,11,12,85
48700,0.2,171000,91552.0,15700.361455078126,100000,0.08,6,97030.0,9,308,63,16,22,53,22,17,89
48800,0.2,53500,86969.0,16092.6101171875,100000,0.09,7,93780.0,14,305,53,12,24,54,21,22,88
48900,0.2,131000,87192.5,16049.2646875,100000,0.1,2,90590.0,7,290,72,16,38,48,18,20,95
49000,0.2,14000,90444.0,15823.242255859375,100000,0.16,6,96590.0,10,285,57,21,17,58,13,24,106
49100,0.2,165000,90455.0,15939.149716796876,100000,0.14,3,95550.0,11,299,65,18,15,65,12,18,99
49200,0.2,151000,90999.5,15672.920810546875,100000,0.08,3,96120.0,7,333,61,21,16,43,18,17,79
49300,0.2,78000,90665.0,15959.965361328124,100000,0.13,4,95900.0,9,352,49,18,21,35,15,15,87
49400,0.2,150500,98397.5,15984.88775390625,100000,0.0,5,103980.0,7,356,57,15,12,33,18,18,77
49500,0.2,-66250,93246.5,16035.3138671875,100000,0.01,6,98870.0,7,318,58,11,16,48,17,26,87
49600,0.2,193500,90632.5,15809.734765625,100000,0.04,1,93770.0,9,317,59,20,23,47,16,22,95
49700,0.2,21000,86804.0,16151.244697265625,100000,0.05,0,90170.0,7,352,57,7,17,47,19,16,85
49800,0.2,160000,87625.0,16327.9072265625,100000,0.0,7,94220.0,5,305,50,14,21,49,18,23,95
