episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
22100,0.9533465555555556,-60000,29947.5,11376.61947265625,100000,0.0,12,38570.0,10,420,29,15,29,16,21,18,29
22200,0.9531354444444444,41750,28082.5,11606.88013671875,100000,0.0,15,37640.0,5,411,23,16,24,26,23,28,27
22300,0.9529243333333334,65000,33240.0,11446.821796875,100000,0.0,11,40740.0,10,420,21,17,19,22,25,33,30
22400,0.9527132222222222,21750,33077.5,11811.9459765625,100000,0.0,11,40730.0,10,417,30,19,17,27,21,17,35
22500,0.9525021111111112,24750,37055.0,11362.855712890625,100000,0.0,16,47000.0,9,428,21,24,17,29,17,19,34
22600,0.952291,9000,29210.0,11230.227309570313,100000,0.0,13,38190.0,5,417,20,23,24,11,36,20,24
22700,0.9520798888888888,-46000,23517.5,11338.2455078125,100000,0.0,16,34370.0,11,413,22,23,24,20,26,28,22
22800,0.9518687777777778,5750,37487.5,11311.233720703125,100000,0.0,9,43900.0,8,427,24,32,17,18,23,24,25
22900,0.9516576666666666,167750,30022.5,10905.842177734376,100000,0.0,15,38990.0,9,412,21,27,23,28,22,19,29
23000,0.9514465555555556,62000,34790.0,11186.677690429688,100000,0.0,11,42130.0,13,420,28,30,13,21,20,24,30
23100,0.9512354444444444,42750,33900.0,11463.274208984374,100000,0.0,14,43000.0,6,421,18,21,18,21,23,26,30
23200,0.9510243333333334,-48000,29172.5,11365.07109375,100000,0.0,17,39540.0,6,429,16,16,24,22,24,28,24
23300,0.9508132222222222,750,32370.0,11126.535751953124,100000,0.0,16,41900.0,10,420,26,14,24,27,23,22,31
23400,0.9506021111111111,20000,33292.5,11278.111826171875,100000,0.0,11,40810.0,5,431,15,25,17,24,25,25,33
23500,0.950391,25750,41390.0,11243.036025390626,100000,0.0,10,48030.0,6,418,25,19,25,17,23,27,31
23600,0.9501798888888889,21500,37280.0,11095.528818359375,100000,0.0,9,43560.0,3,427,19,25,15,23,26,23,32
23700,0.9499687777777778,26750,23580.0,11155.450971679687,100000,0.0,20,36000.0,8,410,21,32,24,26,15,12,26
23800,0.9497576666666667,149000,36822.5,11227.44591796875,100000,0.0,13,45170.0,8,420,23,21,22,18,20,22,36
23900,0.9495465555555556,-53000,34115.0,11314.8876953125,100000,0.0,15,43890.0,9,414,28,18,17,21,23,16,40
24000,0.9493354444444444,10750,42822.5,11581.192368164062,100000,0.0,11,50280.0,8,409,19,28,17,23,24,23,35
24100,0.9491243333333333,41750,29427.5,11599.14041015625,100000,0.0,16,39220.0,12,412,31,26,18,27,21,20,26
24200,0.9489132222222222,57500,22360.0,11437.416171875,100000,0.0,17,33010.0,12,406,28,23,28,24,21,22,19
24300,0.9487021111111111,51750,33355.0,11379.8044140625,100000,0.0,16,43910.0,9,409,23,20,18,28,11,28,36
24400,0.948491,13500,43932.5,11411.015556640625,100000,0.0,12,50970.0,10,414,21,20,22,23,20,36,32
24500,0.9482798888888889,-56250,23965.0,11676.25716796875,100000,0.0,21,36880.0,11,407,22,29,16,26,22,22,22
24600,0.9480687777777778,25500,34065.0,11134.767890625,100000,0.0,9,41670.0,9,427,27,12,14,21,24,30,29
24700,0.9478576666666667,92000,29077.5,11421.539794921875,100000,0.0,16,38820.0,10,413,16,24,19,30,19,31,24
24800,0.9476465555555555,27500,27775.0,11190.83796875,100000,0.0,13,37390.0,13,413,24,28,24,21,18,23,28
24900,0.9474354444444445,64750,29097.5,11025.087690429687,100000,0.0,12,37680.0,8,423,24,23,20,24,20,25,25
25000,0.9472243333333333,3750,26530.0,11067.823173828125,100000,0.0,20,38610.0,6,404,19,22,23,25,18,17,33
25100,0.9470132222222222,20000,34312.5,11313.44916015625,100000,0.0,11,41660.0,3,432,19,22,18,23,14,28,33
25200,0.9468021111111111,4000,21567.5,11192.096884765626,100000,0.0,20,34300.0,9,414,21,21,33,21,15,21,22
25300,0.946591,-53500,36800.0,11409.408251953126,100000,0.0,14,44910.0,7,409,19,24,20,33,21,20,32
25400,0.9463798888888889,-1250,32845.0,11560.35716796875,100000,0.0,13,41320.0,12,418,31,13,22,20,29,23,27
25500,0.9461687777777777,19000,33990.0,11441.34673828125,100000,0.0,12,41970.0,10,409,21,29,29,25,25,18,28
25600,0.9459576666666667,61000,35912.5,11224.09486328125,100000,0.0,10,42830.0,13,420,21,20,23,23,30,19,32
25700,0.9457465555555555,33750,38270.0,11375.758979492188,100000,0.0,9,44760.0,12,426,22,26,23,16,31,19,27
25800,0.9455354444444445,15000,32412.5,11401.778139648437,100000,0.0,16,41670.0,10,423,16,27,25,15,23,29,29
25900,0.9453243333333333,53000,27037.5,11233.110908203125,100000,0.0,23,39860.0,6,418,17,23,19,14,23,25,37
26000,0.9451132222222223,21750,33455.0,11230.691435546874,100000,0.0,19,44250.0,9,423,29,20,27,17,17,21,34
26100,0.9449021111111111,28750,37882.5,11398.359677734376,100000,0.0,9,44200.0,9,426,28,25,20,25,20,16,34
26200,0.944691,48500,40602.5,11122.9858203125,100000,0.0,10,47400.0,3,425,23,24,15,28,17,23,32
26300,0.9444798888888889,52750,30807.5,11142.417470703125,100000,0.0,15,40030.0,8,407,18,26,26,17,28,21,28
26400,0.9442687777777777,43750,35295.0,11217.687001953125,100000,0.0,13,44010.0,9,414,19,24,11,22,35,27,25
26500,0.9440576666666667,-57000,16230.0,11222.793232421875,100000,0.0,24,30560.0,6,401,27,14,32,16,23,18,23
26600,0.9438465555555555,-4500,35335.0,11290.439326171874,100000,0.0,14,44540.0,8,414,26,20,19,26,20,24,27
26700,0.9436354444444445,59000,34652.5,11206.839619140625,100000,0.0,14,44100.0,7,406,24,17,24,14,22,24,39
26800,0.9434243333333333,13500,37160.0,11075.5522265625,100000,0.0,12,44460.0,11,408,23,21,23,34,25,19,31
26900,0.9432132222222223,19250,33192.5,11163.022524414062,100000,0.0,11,41540.0,5,414,20,29,27,23,11,17,32
27000,0.9430021111111111,-36000,28762.5,11582.381879882812,100000,0.0,23,41310.0,5,422,16,18,26,21,31,16,28
27100,0.942791,54500,31642.5,11418.046391601563,100000,0.0,18,43260.0,5,405,21,19,24,21,24,21,23
27200,0.9425798888888889,0,31910.0,11345.616064453125,100000,0.0,13,39950.0,7,423,23,26,25,25,21,21,25
27300,0.9423687777777778,14750,31502.5,11131.82048828125,100000,0.0,16,41670.0,13,413,29,21,21,19,25,25,28
27400,0.9421576666666667,-51000,30520.0,11164.819169921875,100000,0.0,15,40220.0,9,414,22,16,22,21,32,20,26
27500,0.9419465555555555,-4500,36600.0,11220.7645703125,100000,0.0,9,43000.0,4,419,25,26,19,21,21,27,25
27600,0.9417354444444445,-49000,44540.0,11427.725888671876,100000,0.0,8,49690.0,6,418,28,28,23,22,15,23,33
27700,0.9415243333333333,-1250,26037.5,11537.455546875,100000,0.0,12,34420.0,10,423,22,14,28,23,25,24,23
27800,0.9413132222222222,51000,34447.5,11199.897314453125,100000,0.0,18,44750.0,5,426,28,21,22,15,11,31,28
27900,0.9411021111111111,157750,38167.5,11303.77759765625,100000,0.0,13,46290.0,13,400,24,16,24,32,20,22,36
28000,0.940891,55250,38680.0,11086.965888671875,100000,0.0,12,46480.0,9,415,16,20,25,19,26,25,37
28100,0.9406798888888889,31750,40555.0,11124.48890625,100000,0.0,16,49670.0,6,410,18,25,25,20,29,16,33
28200,0.9404687777777778,129750,31500.0,11369.024189453125,100000,0.0,13,40420.0,10,416,31,20,25,15,26,10,35
28300,0.9402576666666667,16000,41095.0,11320.07908203125,100000,0.0,7,46470.0,12,417,27,22,18,21,23,34,27
28400,0.9400465555555555,57250,36272.5,11429.025517578126,100000,0.0,9,44130.0,6,431,21,18,27,25,22,12,30
28500,0.9398354444444444,-1750,30245.0,11403.934375,100000,0.0,14,39660.0,8,412,16,29,25,20,15,27,31
28600,0.9396243333333333,55000,36290.0,11272.121069335937,100000,0.0,11,44050.0,6,421,22,28,16,23,20,30,24
28700,0.9394132222222222,27750,30365.0,11290.70326171875,100000,0.0,18,41520.0,8,410,20,15,29,20,27,22,28
28800,0.9392021111111111,45500,40835.0,11384.794169921875,100000,0.0,9,47110.0,17,413,31,17,17,31,23,18,39
28900,0.938991,160000,36372.5,11149.450888671876,100000,0.0,12,44140.0,9,420,17,27,20,20,20,21,34
29000,0.9387798888888889,4000,40985.0,11320.19396484375,100000,0.0,11,49450.0,9,426,16,17,29,17,20,21,37
29100,0.9385687777777778,29750,34195.0,11214.67005859375,100000,0.0,14,42810.0,13,418,24,22,22,29,20,16,36
29200,0.9383576666666666,31750,34215.0,10851.979506835938,100000,0.0,16,44210.0,5,421,22,16,22,22,21,18,38
29300,0.9381465555555556,130500,31842.5,11232.1194921875,100000,0.0,15,41380.0,10,424,20,21,31,22,19,18,30
29400,0.9379354444444444,35000,28205.0,11404.862080078125,100000,0.0,20,40880.0,7,411,18,32,18,20,17,21,27
29500,0.9377243333333334,-58000,35182.5,11124.3537890625,100000,0.0,11,43030.0,5,425,22,19,22,22,25,13,35
29600,0.9375132222222222,3250,17932.5,11104.011323242188,100000,0.0,23,32330.0,8,415,14,17,31,18,22,17,30
29700,0.9373021111111111,19000,30632.5,11225.1692578125,100000,0.0,11,38210.0,10,413,19,23,15,19,30,25,35
29800,0.937091,44000,43310.0,11118.2526171875,100000,0.0,11,50880.0,5,420,21,15,29,29,17,15,35
29900,0.9368798888888888,-1000,29485.0,10939.142021484375,100000,0.0,12,37780.0,8,409,20,17,25,16,26,30,29
30000,0.9366687777777778,90250,31610.0,11050.562578125,100000,0.0,16,42460.0,7,417,26,17,17,20,20,30,29
30100,0.9364576666666666,36000,22465.0,11149.175356445312,100000,0.0,17,33690.0,8,412,22,23,29,16,20,20,31
30200,0.9362465555555556,168500,34045.0,11442.056279296876,100000,0.0,13,42370.0,11,410,22,22,22,20,21,32,31
30300,0.9360354444444444,100500,34062.5,11024.679765625,100000,0.0,15,43800.0,8,412,25,28,15,20,20,21,29
30400,0.9358243333333334,-45250,33427.5,11449.14193359375,100000,0.0,16,43180.0,5,420,27,26,18,20,19,22,25
30500,0.9356132222222222,40000,40735.0,11446.6592578125,100000,0.0,9,47550.0,13,415,34,17,22,21,25,21,36
30600,0.9354021111111112,45000,37655.0,11003.408217773438,100000,0.0,12,45980.0,12,420,17,25,21,18,27,21,34
30700,0.935191,-2000,33347.5,11206.683515625,100000,0.0,17,44330.0,7,413,20,19,21,17,26,25,30
30800,0.9349798888888889,21000,23217.5,11466.934677734374,100000,0.0,20,35910.0,7,402,21,19,19,28,17,24,30
30900,0.9347687777777778,-47500,34917.5,11343.06625,100000,0.0,11,42190.0,13,411,27,22,15,21,25,28,38
31000,0.9345576666666666,5500,31130.0,10850.478911132812,100000,0.0,17,41170.0,10,407,29,20,26,22,14,21,36
31100,0.9343465555555556,89750,36220.0,11512.96205078125,100000,0.0,12,43550.0,5,415,30,25,23,17,19,21,32
31200,0.9341354444444444,-53250,24370.0,11304.2831640625,100000,0.0,19,35140.0,6,415,24,21,26,16,22,24,26
31300,0.9339243333333334,34000,29532.5,11238.7545703125,100000,0.0,18,40460.0,7,404,26,20,26,15,21,16,35
31400,0.9337132222222222,16750,28032.5,11176.509545898438,100000,0.0,13,37080.0,9,417,24,26,18,17,19,27,35
31500,0.9335021111111111,17000,24095.0,11402.484389648438,100000,0.0,16,34910.0,7,420,23,26,22,26,16,15,31
31600,0.933291,19250,23780.0,11001.534721679687,100000,0.0,15,34010.0,8,419,23,26,22,16,23,21,25
31700,0.9330798888888889,27250,30265.0,11361.035888671875,100000,0.0,15,39700.0,13,413,19,13,27,23,24,32,29
31800,0.9328687777777778,22000,32200.0,11134.828002929688,100000,0.0,13,41430.0,10,426,19,22,15,23,20,21,36
31900,0.9326576666666666,28500,40425.0,11238.096826171875,100000,0.0,8,46800.0,7,431,22,18,18,21,19,30,35
32000,0.9324465555555556,14000,37352.5,10994.103227539063,100000,0.0,12,46130.0,14,418,12,29,15,24,30,21,32
32100,0.9322354444444445,34750,26202.5,11127.390024414062,100000,0.0,17,36900.0,11,407,25,22,24,24,23,21,27
32200,0.9320243333333333,57000,26042.5,11153.575629882813,100000,0.0,14,36110.0,8,410,25,19,14,17,25,23,35
32300,0.9318132222222222,71000,26570.0,11444.906005859375,100000,0.0,20,38890.0,15,414,20,21,24,28,26,13,32
32400,0.9316021111111111,73000,24352.5,11383.409033203125,100000,0.0,20,36230.0,11,398,30,23,19,13,25,25,30
32500,0.931391,124750,35187.5,11233.9347265625,100000,0.0,11,42810.0,9,404,19,27,25,24,24,27,23
32600,0.9311798888888889,126500,32032.5,11252.628256835938,100000,0.0,14,41630.0,10,406,21,24,17,24,29,28,26
32700,0.9309687777777778,14500,31997.5,11151.565961914062,100000,0.0,10,38930.0,6,425,24,23,21,22,23,23,29
32800,0.9307576666666667,6750,28032.5,11266.564340820312,100000,0.0,14,37740.0,9,410,25,19,30,24,17,21,26
32900,0.9305465555555555,35500,30322.5,11294.409267578125,100000,0.0,17,39970.0,6,415,21,22,23,18,24,26,27
33000,0.9303354444444445,-3000,18335.0,11452.52291015625,100000,0.0,24,31970.0,5,404,23,14,23,22,34,14,26
33100,0.9301243333333333,17500,30340.0,11509.448076171875,100000,0.0,15,39380.0,8,421,18,21,25,25,22,26,27
33200,0.9299132222222222,41750,32422.5,11219.451015625,100000,0.0,17,42160.0,9,402,17,34,23,21,23,18,35
33300,0.9297021111111111,-71000,41557.5,11566.577436523437,100000,0.0,18,51870.0,7,395,29,24,18,25,12,15,43
33400,0.9294910000000001,11500,31477.5,11286.69078125,100000,0.0,16,41170.0,7,406,24,27,24,19,19,17,37
33500,0.9292798888888889,-51250,32045.0,11438.277099609375,100000,0.0,17,42110.0,9,413,17,25,21,21,26,21,35
33600,0.9290687777777777,7750,39927.5,11648.183798828126,100000,0.0,13,48340.0,7,410,21,17,24,16,29,25,35
33700,0.9288576666666667,-51000,36582.5,11368.787509765625,100000,0.0,12,44520.0,10,420,19,27,27,24,16,18,32
33800,0.9286465555555555,-53000,36962.5,11237.483530273437,100000,0.0,10,44990.0,6,412,22,20,23,18,24,20,35
33900,0.9284354444444445,150000,32410.0,11378.223120117187,100000,0.0,13,41480.0,5,433,17,23,19,20,21,21,34
34000,0.9282243333333333,56500,27550.0,11498.803251953124,100000,0.0,21,40310.0,4,411,22,17,27,10,17,27,34
34100,0.9280132222222223,15750,34592.5,11267.69943359375,100000,0.0,15,43590.0,4,412,16,19,22,23,27,15,40
34200,0.9278021111111111,-56000,35830.0,11388.81041015625,100000,0.0,14,44490.0,7,415,18,24,25,24,16,25,32
34300,0.927591,13750,23602.5,11333.607841796875,100000,0.0,23,37400.0,9,403,16,24,28,22,24,16,28
34400,0.9273798888888889,12500,32592.5,11404.6878515625,100000,0.0,13,41470.0,6,411,18,21,23,24,24,19,35
34500,0.9271687777777777,102000,29655.0,11463.565161132812,100000,0.0,17,40360.0,8,417,23,25,20,22,19,24,29
34600,0.9269576666666667,25250,37037.5,11490.488447265625,100000,0.0,14,45610.0,4,418,19,21,23,19,19,30,35
34700,0.9267465555555555,21000,25612.5,11133.84044921875,100000,0.0,20,36970.0,10,409,23,21,29,26,20,24,23
34800,0.9265354444444445,30500,31255.0,11307.67640625,100000,0.0,12,39670.0,8,406,18,20,22,22,25,33,29
34900,0.9263243333333333,-85250,32790.0,11028.34748046875,100000,0.0,13,42180.0,8,417,22,21,20,17,22,22,38
35000,0.9261132222222223,-48000,28895.0,11310.403408203125,100000,0.0,15,38110.0,15,403,34,22,23,26,18,24,24
35100,0.9259021111111111,28500,28790.0,11316.084404296875,100000,0.0,13,37770.0,5,417,24,30,19,19,17,22,29
35200,0.925691,-49000,30967.5,11397.24880859375,100000,0.0,17,41060.0,7,409,27,16,22,18,20,30,32
35300,0.9254798888888889,58500,29857.5,11517.357978515625,100000,0.0,20,42140.0,15,410,18,18,24,29,21,24,34
35400,0.9252687777777778,-60000,28757.5,11493.3762890625,100000,0.0,17,39050.0,6,425,22,18,23,19,31,18,28
35500,0.9250576666666667,-47000,30537.5,11318.792084960938,100000,0.0,15,39480.0,9,416,27,25,25,18,30,21,22
35600,0.9248465555555555,186750,31745.0,11242.213154296875,100000,0.0,20,43320.0,11,390,23,26,22,18,20,23,39
35700,0.9246354444444445,12500,35867.5,11593.283740234376,100000,0.0,14,45110.0,6,413,25,18,20,25,18,29,27
35800,0.9244243333333333,96000,32215.0,11465.814873046875,100000,0.0,17,42230.0,16,420,30,21,23,25,18,22,28
35900,0.9242132222222222,55500,27057.5,11450.361123046874,100000,0.0,18,37480.0,12,408,28,22,11,29,29,24,26
36000,0.9240021111111111,27500,33397.5,11502.46517578125,100000,0.0,13,42090.0,12,413,32,22,16,26,18,30,29
36100,0.923791,171000,29190.0,11383.787568359376,100000,0.0,19,41410.0,12,395,28,23,23,20,22,16,34
36200,0.9235798888888889,-53000,24792.5,11404.04216796875,100000,0.0,19,36860.0,11,409,15,26,17,29,22,26,23
36300,0.9233687777777778,-63250,33220.0,11344.595703125,100000,0.0,21,45440.0,7,402,22,20,25,15,19,23,37
36400,0.9231576666666667,70000,32147.5,11102.70072265625,100000,0.0,18,41990.0,2,411,22,28,18,15,19,29,32
36500,0.9229465555555556,-58000,29982.5,11270.061171875,100000,0.0,18,41320.0,9,415,24,26,23,19,15,18,33
36600,0.9227354444444444,-66000,31187.5,11563.040869140625,100000,0.0,18,41800.0,9,413,23,20,24,26,21,19,33
36700,0.9225243333333333,139000,28252.5,11375.930166015625,100000,0.0,15,38270.0,7,427,18,24,18,30,20,15,28
36800,0.9223132222222222,38500,34362.5,11269.790556640624,100000,0.0,12,42600.0,13,406,26,20,24,22,20,26,35
36900,0.9221021111111111,145500,38817.5,11095.807099609376,100000,0.0,14,47670.0,6,417,22,19,16,22,27,22,37
37000,0.921891,24750,35195.0,11467.704541015624,100000,0.0,11,42790.0,8,422,16,16,32,28,23,16,33
37100,0.9216798888888889,88250,36137.5,11390.863818359376,100000,0.0,12,43820.0,8,418,21,23,28,26,16,26,30
37200,0.9214687777777778,138000,36685.0,11311.45248046875,100000,0.0,13,45190.0,14,401,19,18,20,37,25,25,28
37300,0.9212576666666666,24500,31425.0,11192.00841796875,100000,0.0,12,39760.0,5,422,14,20,22,29,29,18,28
37400,0.9210465555555556,116000,40600.0,11179.572265625,100000,0.0,10,47700.0,8,426,23,22,18,25,25,22,32
37500,0.9208354444444444,55750,35355.0,11037.1196875,100000,0.0,13,44460.0,12,415,23,18,20,26,24,16,40
37600,0.9206243333333334,10250,34812.5,11540.344638671875,100000,0.0,16,44800.0,6,412,27,16,23,15,23,22,37
37700,0.9204132222222222,55500,40755.0,11178.487290039062,100000,0.0,13,49030.0,7,416,19,18,20,25,22,24,37
37800,0.9202021111111112,-56500,29897.5,11064.473349609376,100000,0.0,18,41330.0,17,411,24,20,25,19,21,21,38
37900,0.919991,10000,33292.5,11164.32791015625,100000,0.0,11,40440.0,4,425,13,20,23,29,21,20,36
38000,0.9197798888888888,37500,37827.5,11281.2308984375,100000,0.0,11,44890.0,10,416,28,22,15,24,20,27,33
38100,0.9195687777777778,79250,32172.5,11402.895810546876,100000,0.0,18,42340.0,8,410,25,18,26,25,18,24,31
38200,0.9193576666666666,43500,34952.5,11012.449970703125,100000,0.0,16,44770.0,11,402,19,25,26,21,19,16,45
38300,0.9191465555555556,15000,39230.0,11456.6540234375,100000,0.0,13,47220.0,9,412,23,20,19,25,24,24,34
38400,0.9189354444444444,28000,32155.0,11313.41224609375,100000,0.0,19,43280.0,7,403,22,21,29,28,15,17,30
38500,0.9187243333333334,23250,39315.0,11148.169521484375,100000,0.0,10,47370.0,12,421,26,18,19,21,19,21,38
38600,0.9185132222222222,-47000,41662.5,11071.2372265625,100000,0.0,10,48540.0,14,406,27,26,21,19,25,14,45
38700,0.9183021111111112,33250,27442.5,11238.1591796875,100000,0.0,15,37060.0,7,423,24,18,20,24,22,25,24
38800,0.918091,-52500,26807.5,11070.9369921875,100000,0.0,21,39370.0,5,417,25,17,13,18,23,22,34
38900,0.9178798888888888,11000,33612.5,11020.836723632812,100000,0.0,13,42540.0,12,422,12,26,30,23,19,22,29
39000,0.9176687777777778,1500,20892.5,11202.2573046875,100000,0.0,21,33540.0,15,411,26,21,22,25,20,21,31
39100,0.9174576666666667,111500,38582.5,11221.068818359376,100000,0.0,14,47770.0,11,408,27,23,18,18,18,16,50
39200,0.9172465555555556,14000,38065.0,11320.348100585938,100000,0.0,11,45430.0,8,412,21,28,20,26,17,14,41
39300,0.9170354444444444,32500,28907.5,11344.887822265626,100000,0.0,16,39100.0,11,409,33,20,23,19,24,17,31
39400,0.9168243333333334,111000,36050.0,11074.95685546875,100000,0.0,17,45770.0,7,422,22,17,24,18,28,20,31
39500,0.9166132222222222,96750,39422.5,10912.670424804688,100000,0.0,16,49560.0,5,418,27,23,18,16,19,17,38
39600,0.9164021111111111,22000,38570.0,11180.63177734375,100000,0.0,7,44540.0,9,426,22,20,16,18,27,25,34
39700,0.916191,24000,23605.0,11417.181655273438,100000,0.0,23,37530.0,8,388,23,24,29,22,22,15,31
39800,0.9159798888888889,-58000,32155.0,11494.5441015625,100000,0.0,12,40130.0,5,433,20,19,27,15,23,26,28
39900,0.9157687777777778,10000,25680.0,11371.59359375,100000,0.0,12,34470.0,9,412,18,32,27,22,23,14,30
40000,0.9155576666666667,-52000,37630.0,11504.515634765625,100000,0.0,14,46620.0,8,415,16,21,20,20,23,28,42
40100,0.9153465555555556,5750,28900.0,11465.64296875,100000,0.0,13,37380.0,4,419,22,20,22,24,19,19,37
40200,0.9151354444444444,2000,22670.0,11303.746264648438,100000,0.0,20,35400.0,6,417,19,21,20,24,20,17,34
40300,0.9149243333333333,109250,33890.0,11369.72388671875,100000,0.0,15,44070.0,7,411,21,15,19,19,16,21,43
40400,0.9147132222222223,7500,28745.0,11704.1074609375,100000,0.0,16,39310.0,4,420,21,19,18,18,16,24,39
40500,0.9145021111111111,8750,34310.0,11133.612397460938,100000,0.0,20,45980.0,4,408,26,14,21,20,16,27,34
40600,0.914291,22750,36900.0,11215.18646484375,100000,0.0,13,45890.0,12,419,25,18,24,20,15,22,38
40700,0.9140798888888889,34500,38285.0,10976.164404296875,100000,0.0,14,47890.0,8,405,21,11,22,24,18,25,41
40800,0.9138687777777778,66000,32047.5,11474.816640625,100000,0.0,16,41980.0,12,409,17,23,27,23,20,24,37
40900,0.9136576666666667,9000,33485.0,10950.673881835937,100000,0.0,16,44720.0,10,421,32,14,24,16,13,21,35
41000,0.9134465555555555,40750,52835.0,11101.86494140625,100000,0.0,5,56770.0,12,422,26,21,16,26,24,21,43
41100,0.9132354444444445,70000,26382.5,11261.68390625,100000,0.0,20,38970.0,8,412,18,19,23,13,24,24,38
41200,0.9130243333333333,39250,45102.5,11316.3897265625,100000,0.0,7,51400.0,13,417,23,25,26,14,24,18,42
41300,0.9128132222222223,22750,26682.5,11011.226923828124,100000,0.0,16,36820.0,5,416,23,24,20,19,23,22,24
41400,0.9126021111111111,49750,40822.5,11139.45583984375,100000,0.0,11,47480.0,6,412,24,28,31,18,16,19,37
41500,0.912391,50000,28987.5,11152.7851171875,100000,0.0,17,39270.0,6,419,24,19,33,15,23,19,29
41600,0.9121798888888889,48750,27797.5,11357.622456054687,100000,0.0,17,39360.0,7,427,24,21,25,18,16,16,33
41700,0.9119687777777777,13000,27302.5,11241.229916992188,100000,0.0,15,37100.0,4,409,16,28,21,20,17,21,36
41800,0.9117576666666667,134500,33862.5,11172.406625976562,100000,0.0,14,43320.0,7,420,20,22,18,20,24,25,31
41900,0.9115465555555555,179500,34767.5,11158.150180664063,100000,0.0,16,43830.0,9,412,28,18,29,24,14,20,37
42000,0.9113354444444445,126500,29100.0,11267.33873046875,100000,0.0,13,38420.0,6,419,24,20,18,23,18,29,24
42100,0.9111243333333333,132750,33685.0,11330.291923828125,100000,0.0,20,45810.0,11,401,24,17,19,17,24,23,42
42200,0.9109132222222223,58500,31762.5,11070.82853515625,100000,0.0,16,41970.0,7,412,20,24,19,24,15,23,36
42300,0.9107021111111111,101000,33117.5,11222.885458984376,100000,0.0,18,43290.0,7,415,15,24,18,25,15,23,44
42400,0.910491,47500,44505.0,11486.31697265625,100000,0.0,9,51020.0,10,418,18,25,14,26,24,27,35
42500,0.9102798888888889,84500,39910.0,11258.85763671875,100000,0.0,10,47060.0,3,432,23,22,22,21,19,17,33
42600,0.9100687777777778,28750,34980.0,11334.190546875,100000,0.0,11,42320.0,13,411,29,25,21,23,22,25,27
42700,0.9098576666666667,13000,36007.5,11152.24705078125,100000,0.0,16,46290.0,7,431,18,14,24,18,18,22,38
42800,0.9096465555555555,-50250,36580.0,10948.937368164063,100000,0.0,12,44090.0,6,421,23,21,22,20,16,29,36
42900,0.9094354444444445,65500,36802.5,11315.78123046875,100000,0.0,13,45690.0,6,426,22,17,29,21,16,25,30
43000,0.9092243333333333,62250,27172.5,11254.445986328124,100000,0.0,22,39440.0,4,410,15,20,19,19,25,19,38
43100,0.9090132222222223,29500,36217.5,11305.313134765625,100000,0.0,14,44460.0,7,416,21,19,20,20,25,23,37
43200,0.9088021111111111,-62250,33592.5,11375.99099609375,100000,0.0,19,45120.0,9,409,22,22,15,21,20,24,35
43300,0.908591,-64250,40040.0,11013.117509765625,100000,0.0,11,47190.0,4,427,24,13,20,28,13,26,36
43400,0.9083798888888889,-50500,27842.5,11464.5175,100000,0.0,19,38950.0,7,404,26,19,28,17,23,25,28
43500,0.9081687777777778,43000,30990.0,11133.996220703126,100000,0.0,15,40440.0,11,408,19,23,31,27,23,17,33
43600,0.9079576666666667,125500,44137.5,11299.189404296874,100000,0.0,8,51060.0,4,435,18,17,15,24,23,20,38
43700,0.9077465555555556,22750,40307.5,11441.183647460937,100000,0.0,9,47190.0,7,421,19,26,14,27,18,22,39
43800,0.9075354444444445,-51000,31065.0,11468.67443359375,100000,0.0,14,40460.0,13,413,23,30,15,16,29,26,27
43900,0.9073243333333333,-8500,42697.5,11261.827021484374,100000,0.0,10,49050.0,5,420,30,18,20,25,23,17,35
44000,0.9071132222222222,116500,35542.5,11134.042578125,100000,0.0,14,44300.0,3,430,12,28,14,27,17,22,35
44100,0.9069021111111111,-4750,32982.5,11341.622094726563,100000,0.0,12,41430.0,13,410,29,14,16,18,30,27,35
44200,0.906691,-62000,40895.0,11052.80912109375,100000,0.0,9,47600.0,10,414,17,19,23,28,26,23,31
44300,0.9064798888888889,9000,29252.5,11177.751791992188,100000,0.0,14,38520.0,13,412,26,19,21,29,27,22,25
44400,0.9062687777777778,42500,34537.5,11424.4436328125,100000,0.0,11,42880.0,9,418,26,18,22,22,17,28,28
44500,0.9060576666666667,34750,45230.0,11411.518056640625,100000,0.0,7,51120.0,11,407,24,17,22,23,25,20,43
44600,0.9058465555555556,-60000,23600.0,11209.83375,100000,0.0,18,34220.0,3,416,19,27,28,19,17,22,25
44700,0.9056354444444444,33000,35492.5,11388.1295703125,100000,0.0,13,44150.0,9,413,24,26,21,21,21,15,37
44800,0.9054243333333334,97750,30322.5,11329.056918945313,100000,0.0,19,42420.0,9,418,21,16,14,25,18,18,47
44900,0.9052132222222222,8500,22945.0,11606.117978515626,100000,0.0,23,36810.0,11,398,25,24,17,29,12,20,35
45000,0.9050021111111111,56000,37197.5,11218.415517578125,100000,0.0,16,48480.0,10,416,24,17,17,18,14,28,41
45100,0.904791,75750,42147.5,11514.81455078125,100000,0.0,13,49610.0,7,413,26,20,17,22,29,21,35
45200,0.9045798888888889,28250,49177.5,11287.980063476563,100000,0.0,9,55420.0,10,415,18,12,23,21,30,20,47
